Date,Open,High,Low,Close,Volume
1998-05-06,381.959,384.0735,381.7244,382.5369,70857834.0
1998-05-07,384.5753,388.0026,384.0227,387.385,60661250.0
1998-05-08,387.6374,391.0429,386.957,389.0934,58407204.0
1998-05-11,390.5844,395.9593,390.5193,393.8897,48856639.0
1998-05-12,394.1441,396.7632,392.302,394.7526,59006236.0
1998-05-13,395.5566,398.0835,395.1814,396.9522,49357683.0
1998-05-14,396.7502,397.1094,394.0336,394.3747,57376932.0
1998-05-15,393.4196,394.9078,391.4745,392.0857,55687605.0
1998-05-18,392.0982,392.5242,389.8143,392.3022,42420136.0
1998-05-19,392.1734,395.0081,391.6667,391.6927,70030890.0
1998-05-20,391.8971,394.7707,388.6415,392.959,25057313.0
1998-05-21,392.7687,394.4484,390.8634,391.4787,77299111.0
1998-05-22,391.5894,395.0098,390.8286,392.6781,98189854.0
1998-05-25,394.6654,399.6549,393.7526,398.7748,49601220.0
1998-05-26,399.0102,400.6251,397.8767,400.2566,38407050.0
1998-05-27,399.6125,400.3383,398.1272,399.0986,104890976.0
1998-05-28,399.1282,400.9661,398.9971,399.2201,59856176.0
1998-05-29,399.6727,402.9432,399.4438,400.9454,34118861.0
1998-06-01,401.0437,402.8561,398.8477,402.2585,90358976.0
1998-06-02,401.974,402.4882,400.0249,400.4224,76970426.0
1998-06-03,400.2827,400.7056,397.4288,399.2725,45588437.0
1998-06-04,398.8462,399.3665,396.7375,397.4765,58693900.0
1998-06-05,398.2295,402.2303,397.9666,401.5304,69107402.0
1998-06-08,400.9132,401.4341,395.9601,396.2088,40382018.0
1998-06-09,396.3159,398.2493,395.7504,396.7236,56976946.0
1998-06-10,396.497,397.4286,392.646,394.1572,56461638.0
1998-06-11,393.1747,393.4709,390.0866,390.1233,39018096.0
1998-06-12,389.7155,390.4417,387.8328,388.8846,38933270.0
1998-06-15,388.8009,391.2236,387.0449,388.3757,53260484.0
1998-06-16,387.3728,388.513,385.9898,386.4949,82127280.0
1998-06-17,386.6403,387.6499,383.3782,387.6499,72832329.0
1998-06-18,387.8684,389.8661,387.3245,388.2968,66650869.0
1998-06-19,390.9838,393.5764,390.6109,392.9683,44213459.0
1998-06-22,392.8848,394.2665,391.033,392.7104,56806232.0
1998-06-23,393.3515,395.1713,392.015,394.9714,63374304.0
1998-06-24,394.7417,395.362,392.92,394.0904,39567310.0
1998-06-25,394.803,402.5158,394.803,402.1375,164068689.0
1998-06-26,401.4877,402.6867,400.369,400.4887,81772102.0
1998-06-29,398.8512,399.2671,393.7308,395.0188,96239011.0
1998-06-30,394.7533,395.0883,392.1374,392.7277,67680377.0
1998-07-01,392.8801,394.2873,391.5224,393.3132,54184641.0
1998-07-02,394.0867,399.7764,393.992,399.7764,66758729.0
1998-07-03,399.6696,400.8444,398.6848,399.5872,37025807.0
1998-07-06,399.8688,401.9386,397.777,401.4043,59397040.0
1998-07-07,401.5021,401.9673,398.8585,401.6313,81447570.0
1998-07-08,400.9503,402.0105,399.3859,400.0,66205307.0
1998-07-09,399.8032,400.536,395.9416,397.8136,191739780.0
1998-07-10,397.1271,397.6055,392.9292,394.7359,67133816.0
1998-07-13,394.7931,396.3663,394.3259,394.9182,38792669.0
1998-07-14,394.5124,394.6245,392.0012,392.8121,84438644.0
1998-07-15,391.8495,394.1564,389.8092,390.2067,79115334.0
1998-07-16,392.586,397.0507,392.586,394.568,60131694.0
1998-07-17,394.963,399.1656,393.8829,397.8692,66377723.0
1998-07-20,397.8785,399.9318,397.3134,397.9067,53530552.0
1998-07-21,398.7598,400.8839,398.1827,400.4532,65226032.0
1998-07-22,400.7445,402.6938,400.3797,401.4776,66848236.0
1998-07-23,401.524,401.7159,399.0744,401.559,55827057.0
1998-07-24,401.3459,403.4921,400.9553,401.1186,46937899.0
1998-07-27,401.0122,401.4874,397.5298,399.8777,83334542.0
1998-07-28,399.7362,402.2583,398.8565,399.0453,68685493.0
1998-07-29,399.6416,403.5652,398.822,403.3317,59181617.0
1998-07-30,403.9636,407.3622,403.9399,407.3622,93366222.0
1998-07-31,407.6267,408.6812,405.1086,408.6204,106621245.0
1998-08-03,408.0472,408.8612,405.5329,405.9176,63204847.0
1998-08-04,406.0073,407.8349,405.763,406.9059,84357044.0
1998-08-05,406.7627,408.8519,405.799,406.4129,47371757.0
1998-08-06,405.374,406.607,403.8598,404.0567,82725470.0
1998-08-07,404.954,407.6824,404.3679,406.6446,67173377.0
1998-08-10,406.2646,406.3181,402.3372,403.5805,50328299.0
1998-08-11,404.8033,411.4989,404.2732,409.1137,83798940.0
1998-08-12,409.0748,409.7996,406.7978,408.9358,60829488.0
1998-08-13,408.8752,409.1172,406.1015,408.6718,75501568.0
1998-08-14,408.8008,411.2856,407.728,410.9901,61308326.0
1998-08-17,407.9574,407.9574,405.6367,406.1765,74523587.0
1998-08-18,406.267,408.7551,404.7194,406.8173,50508091.0
1998-08-19,406.5834,408.1308,404.9037,406.0814,57146667.0
1998-08-20,406.7497,410.4899,405.6503,409.9694,116006052.0
1998-08-21,409.5146,410.7061,407.7737,408.8047,60136384.0
1998-08-24,408.6421,409.4664,406.737,407.5616,50536649.0
1998-08-25,408.0436,410.861,407.6808,409.0118,79327306.0
1998-08-26,408.3656,409.6785,407.9907,408.0208,68090637.0
1998-08-27,408.7709,410.8955,408.1402,409.7054,158907693.0
1998-08-28,408.9045,409.0899,405.5474,406.6955,46199660.0
1998-08-31,407.3812,413.6519,406.9446,413.1706,85572625.0
1998-09-01,412.505,412.7827,410.3322,411.0569,43503510.0
1998-09-02,411.7438,414.0719,411.0224,413.8487,115722818.0
1998-09-03,413.2754,413.9734,411.6691,412.2009,80464599.0
1998-09-04,411.4353,412.5168,409.7876,409.7876,50034230.0
1998-09-07,411.0848,418.8307,410.9425,418.4225,59682709.0
1998-09-08,419.0159,422.098,419.0159,420.508,112437626.0
1998-09-09,419.667,421.2412,415.0714,415.0714,69804933.0
1998-09-10,415.0065,415.9208,411.3395,414.205,54726264.0
1998-09-11,414.1992,415.5379,410.9097,414.1124,39468301.0
1998-09-14,415.8849,419.1443,414.6464,418.5969,50928802.0
1998-09-15,419.4125,421.9606,418.7841,421.0035,71757450.0
1998-09-16,421.9624,423.4866,421.3544,423.0588,39981511.0
1998-09-17,422.7721,424.2187,421.3079,421.4107,50857248.0
1998-09-18,421.5703,423.3501,420.684,421.713,37215895.0
1998-09-21,421.2443,422.2065,418.5435,419.2515,67028842.0
1998-09-22,419.3385,419.8091,417.9496,419.436,49501842.0
1998-09-23,419.4423,420.2414,416.4616,419.472,90327452.0
1998-09-24,419.7737,423.7223,419.1796,423.0457,37476008.0
1998-09-25,423.2279,425.4107,422.1211,423.9613,92031086.0
1998-09-28,423.9425,426.9806,423.0364,423.7841,72125387.0
1998-09-29,423.7768,425.889,422.484,423.6837,33760574.0
1998-09-30,422.4498,422.7193,411.9989,411.9989,72620547.0
1998-10-01,407.8213,408.9542,405.3195,405.5374,56387256.0
1998-10-02,405.5565,408.2699,402.7,405.734,55467884.0
1998-10-05,404.5914,404.5914,398.4353,398.4353,55156712.0
1998-10-06,398.6326,403.3144,398.3609,399.5657,42287505.0
1998-10-07,398.1349,399.1772,395.0898,396.5557,36983906.0
1998-10-08,395.781,396.7657,392.0552,393.7289,90896769.0
1998-10-09,395.081,396.6665,392.8173,395.5273,83535630.0
1998-10-12,395.5323,400.6057,393.3395,395.5661,36181037.0
1998-10-13,395.8434,397.2895,394.9128,396.0407,68624627.0
1998-10-14,394.4693,395.1573,392.7923,393.2022,126769186.0
1998-10-15,393.0682,393.8932,390.2512,392.7813,60152481.0
1998-10-16,389.5414,390.0515,386.6773,387.1213,40154028.0
1998-10-19,386.6162,388.9873,384.6166,385.4055,35939635.0
1998-10-20,389.7231,394.2977,389.4762,392.8486,84612136.0
1998-10-21,391.1419,391.1454,384.226,386.0462,43096039.0
1998-10-22,384.945,384.945,380.8955,382.1056,51111878.0
1998-10-23,382.5335,387.0548,380.395,386.4112,68382425.0
1998-10-26,385.7833,387.8924,381.2251,382.0379,36359104.0
1998-10-27,380.565,381.4626,376.6409,378.2033,89262899.0
1998-10-28,379.0586,380.1181,376.8997,379.8637,39593506.0
1998-10-29,381.0756,385.143,377.0394,384.4866,46168242.0
1998-10-30,383.9089,384.7262,380.0151,382.0,63738690.0
1998-11-02,382.7328,386.4777,381.9802,383.7436,70898838.0
1998-11-03,383.7991,384.3385,379.8048,383.8779,49876898.0
1998-11-04,383.3537,386.1217,380.2877,381.4041,66663297.0
1998-11-05,381.9151,385.6836,381.6159,384.11,37918079.0
1998-11-06,383.23,385.925,378.991,378.991,48153926.0
1998-11-09,378.2424,379.1222,377.0225,377.3819,85874355.0
1998-11-10,377.2481,378.2158,374.0558,376.3443,52881057.0
1998-11-11,376.2463,377.0536,374.3676,376.1257,70733753.0
1998-11-12,374.8597,377.9765,373.225,373.2516,51014635.0
1998-11-13,371.8991,373.1412,369.257,370.1671,96019281.0
1998-11-16,371.3748,376.1124,368.2534,374.5489,67755139.0
1998-11-17,373.186,374.9897,369.9272,370.4909,84705199.0
1998-11-18,370.3732,371.4378,369.0304,369.9369,39062189.0
1998-11-19,368.8878,370.8745,367.1642,367.4234,61668160.0
1998-11-20,367.5004,369.3798,365.2588,368.6172,45903256.0
1998-11-23,369.4829,373.9549,368.3801,373.3771,61308811.0
1998-11-24,374.1243,375.7678,372.4127,375.1226,86829164.0
1998-11-25,374.6782,376.7348,373.5707,373.5838,55743784.0
1998-11-26,372.7389,373.5252,370.0272,371.0667,61106336.0
1998-11-27,371.1811,376.28,369.851,375.3976,57197102.0
1998-11-30,373.6049,374.3518,367.2489,367.3016,123365955.0
1998-12-01,366.6131,367.4596,360.7601,363.4123,65006393.0
1998-12-02,362.4535,363.5759,359.3682,361.2042,138864708.0
1998-12-03,361.6098,366.6054,361.3266,366.2051,48389590.0
1998-12-04,366.3189,368.6626,364.4067,366.625,48260237.0
1998-12-07,367.1262,369.8944,366.4558,368.8544,100364233.0
1998-12-08,377.6742,385.1215,376.5726,383.6853,37871711.0
1998-12-09,383.7826,384.8038,379.626,384.0124,50894025.0
1998-12-10,381.9113,382.5356,379.453,380.3648,59641932.0
1998-12-11,384.4091,387.6192,382.4528,387.07,113826056.0
1998-12-14,385.6942,386.739,382.8956,383.8823,96100883.0
1998-12-15,383.8116,386.4737,382.5061,383.5013,35548611.0
1998-12-16,383.5144,387.2838,382.6557,383.8311,47348775.0
1998-12-17,380.1585,380.4263,375.3035,376.1422,65148323.0
1998-12-18,375.0932,375.886,371.3788,372.576,61409061.0
1998-12-21,372.9137,375.9086,372.1171,373.4714,90997788.0
1998-12-22,374.3282,377.281,371.5826,376.2012,84198712.0
1998-12-23,377.2426,384.465,376.805,381.8784,69894563.0
1998-12-24,381.2382,381.7849,375.2824,375.2824,136627730.0
1998-12-25,374.5796,374.5873,370.4345,373.9012,41954654.0
1998-12-28,371.1589,371.1589,365.888,366.8972,146318331.0
1998-12-29,366.2839,368.5581,362.8331,365.4071,55230616.0
1998-12-30,365.8525,368.5838,362.6908,367.1802,36979369.0
1998-12-31,367.8418,375.6726,366.316,374.8836,81137063.0
1999-01-01,372.9936,374.2003,367.1999,369.1568,54416473.0
1999-01-04,369.0274,374.1394,368.7767,368.8323,42019629.0
1999-01-05,369.1392,373.9442,369.1392,370.8125,104851257.0
1999-01-06,370.551,370.551,367.8129,370.3529,33301608.0
1999-01-07,370.2993,370.6855,367.0319,370.2314,51821006.0
1999-01-08,371.1887,375.9782,370.7027,373.2008,34253442.0
1999-01-11,372.5207,373.0919,369.7231,371.7427,48028119.0
1999-01-12,371.9515,376.8966,370.8761,372.7075,98737762.0
1999-01-13,372.6768,373.6399,370.7484,372.5433,41799691.0
1999-01-14,372.5356,373.5139,370.1027,372.3797,79236383.0
1999-01-15,373.0188,375.2058,372.9399,374.4165,60422337.0
1999-01-18,375.367,377.5154,374.7342,376.6198,60532348.0
1999-01-19,378.3823,381.0802,377.9928,379.606,44772660.0
1999-01-20,377.39,377.7042,373.8746,374.8686,48839394.0
1999-01-21,376.0361,380.715,374.8324,378.7841,51233425.0
1999-01-22,380.124,382.9607,380.0336,381.5769,54303393.0
1999-01-25,381.6575,385.701,380.6923,383.7335,134144018.0
1999-01-26,382.7974,383.1318,380.2942,380.711,55330378.0
1999-01-27,380.5844,382.6869,379.6366,380.2353,88866111.0
1999-01-28,380.4203,383.6143,378.9545,381.8732,68148880.0
1999-01-29,381.6046,382.9391,378.4291,380.5562,76901109.0
1999-02-01,379.5215,379.5215,376.482,376.8848,61837092.0
1999-02-02,377.0804,377.4779,374.9123,377.2528,40381344.0
1999-02-03,377.8048,383.8496,377.5796,382.7307,65775230.0
1999-02-04,382.973,384.5263,381.7515,383.5934,66838390.0
1999-02-05,382.8675,383.7371,380.5054,381.3249,116751225.0
1999-02-08,380.2547,381.8694,376.6196,376.7505,78585263.0
1999-02-09,376.0917,376.912,373.6827,375.0952,109569576.0
1999-02-10,375.1199,377.4142,373.5824,375.7224,46402984.0
1999-02-11,375.4821,376.0581,370.8876,374.1892,42227539.0
1999-02-12,374.0568,375.4473,372.7956,373.8463,75247104.0
1999-02-15,375.5792,378.947,374.7943,378.8904,137380657.0
1999-02-16,378.5461,378.7889,375.6116,376.4722,43634149.0
1999-02-17,376.4943,376.9436,374.3055,376.549,83741861.0
1999-02-18,377.3504,383.9005,377.2534,383.372,33391708.0
1999-02-19,384.2138,388.5376,383.434,386.8803,38634189.0
1999-02-22,388.0271,391.177,387.9376,391.142,58366769.0
1999-02-23,391.6629,394.1027,388.4071,394.1027,76768006.0
1999-02-24,394.1767,396.1831,393.1821,395.5734,72991924.0
1999-02-25,395.5837,396.439,394.2253,395.6224,79897911.0
1999-02-26,395.141,397.8031,394.2251,394.6568,157980427.0
1999-03-01,394.6852,397.5692,394.2848,394.7754,61075277.0
1999-03-02,394.2243,394.897,391.8429,392.4183,42341404.0
1999-03-03,392.5394,396.9928,390.8605,395.7461,22513821.0
1999-03-04,394.5769,394.5769,390.0931,391.8164,105201944.0
1999-03-05,391.6119,391.7396,387.9601,390.7374,90056790.0
1999-03-08,390.8637,393.1374,388.9655,391.7865,62575425.0
1999-03-09,392.6264,397.9879,391.7144,397.5409,97715626.0
1999-03-10,397.9314,401.307,397.5883,399.076,86151282.0
1999-03-11,400.9259,404.9636,400.6008,404.3474,57763566.0
1999-03-12,405.3676,407.6303,405.3676,406.3806,67652463.0
1999-03-15,406.7437,411.0424,405.6457,410.5533,82967147.0
1999-03-16,409.8021,412.0108,408.7093,408.7093,120161346.0
1999-03-17,406.7277,406.8544,405.0363,405.6934,52634978.0
1999-03-18,405.6347,405.8023,402.0506,404.3425,74818203.0
1999-03-19,405.8447,406.9333,404.2703,406.9086,49665171.0
1999-03-22,406.0125,406.2855,403.8226,404.3349,58952649.0
1999-03-23,405.601,409.6199,404.3685,408.1705,64058610.0
1999-03-24,408.8705,411.7843,407.5948,411.7558,62894750.0
1999-03-25,411.21,412.1413,409.0131,410.4157,51356787.0
1999-03-26,410.4427,411.8382,408.3404,410.8134,89809573.0
1999-03-29,410.4174,410.639,407.1257,409.23,42394642.0
1999-03-30,410.2815,412.0475,410.1085,411.0503,98302434.0
1999-03-31,411.8749,418.2911,411.6333,418.0802,53923215.0
1999-04-01,418.2635,421.3499,417.7541,420.8216,72139316.0
1999-04-02,421.4556,424.1146,421.2535,422.968,81112522.0
1999-04-05,424.6947,425.6684,422.8332,425.6567,41885995.0
1999-04-06,424.8245,425.3112,422.3262,422.8045,18390413.0
1999-04-07,422.9524,424.401,421.7223,423.8475,50345586.0
1999-04-08,425.0925,426.9461,424.5038,426.8394,44414592.0
1999-04-09,426.9661,429.0803,424.7624,427.9752,59261493.0
1999-04-12,428.1333,429.8213,424.8365,429.4212,96807721.0
1999-04-13,431.3199,433.0286,430.6673,432.4385,77646853.0
1999-04-14,432.5678,434.7876,432.0224,432.7778,59204231.0
1999-04-15,432.4269,432.7583,429.8176,429.9342,46762158.0
1999-04-16,430.0809,432.1561,429.2334,431.5287,32956631.0
1999-04-19,432.8722,435.1876,432.7239,434.7956,91133546.0
1999-04-20,434.7359,435.2559,431.4172,432.6163,57888395.0
1999-04-21,432.7128,435.9682,432.0967,433.8722,66322007.0
1999-04-22,432.6362,433.0281,430.0415,430.5702,58870144.0
1999-04-23,431.2356,433.8577,429.9353,432.098,95506519.0
1999-04-26,432.1556,433.6892,431.2149,432.3191,63329036.0
1999-04-27,432.0759,432.8679,427.7836,430.6097,80388657.0
1999-04-28,429.2171,430.6945,427.3993,427.4716,79662316.0
1999-04-29,426.6967,426.7966,425.0623,425.4765,107066614.0
1999-04-30,425.4156,426.6366,424.4123,425.3171,68730972.0
1999-05-03,425.5531,426.8634,425.1391,426.4541,78870363.0
1999-05-04,426.6231,428.1245,425.4652,426.8493,60980539.0
1999-05-05,427.0888,429.2945,426.2184,427.8079,76600706.0
1999-05-06,425.4415,425.9612,423.4116,423.7777,63244085.0
1999-05-07,425.0832,427.935,425.0832,426.8714,87028889.0
1999-05-10,427.3849,431.8942,427.1975,430.4355,56369120.0
1999-05-11,430.6057,431.6973,428.685,431.0317,44210633.0
1999-05-12,431.8997,434.2192,431.0254,432.726,72997509.0
1999-05-13,434.2446,437.6824,434.2446,437.6824,39017063.0
1999-05-14,436.7385,438.9516,435.8563,435.9854,59130113.0
1999-05-17,436.7636,440.5294,435.3969,440.5294,89931760.0
1999-05-18,439.5226,440.0111,435.9357,436.101,52409705.0
1999-05-19,438.7543,443.3173,438.7543,442.8037,107507800.0
1999-05-20,443.5512,449.3964,443.469,448.8881,96747016.0
1999-05-21,448.8878,449.0934,446.2516,448.8826,32691106.0
1999-05-24,449.0988,450.8723,447.5715,449.3859,64644117.0
1999-05-25,451.0779,452.4723,450.1487,451.9421,78460097.0
1999-05-26,450.8957,451.6295,448.735,449.7517,66432572.0
1999-05-27,449.7639,450.6719,446.5339,449.8695,38914214.0
1999-05-28,449.9019,450.5823,448.7183,450.1512,58773604.0
1999-05-31,451.1864,453.3594,449.7678,453.033,118906328.0
1999-06-01,453.2067,456.2757,452.7293,454.0158,45866602.0
1999-06-02,454.7378,457.025,453.7212,456.706,79022453.0
1999-06-03,456.7843,458.6132,455.3228,456.8686,58886021.0
1999-06-04,456.1276,456.7303,454.8962,454.8968,39919712.0
1999-06-07,454.2596,454.63,452.5022,453.6157,44825469.0
1999-06-08,453.7579,455.6361,451.5313,454.7713,72290148.0
1999-06-09,455.1962,458.8777,455.1962,458.8777,61157766.0
1999-06-10,459.0245,461.4053,457.8492,460.6924,76705346.0
1999-06-11,460.5605,462.4732,460.2327,460.2327,55083699.0
1999-06-14,459.6878,460.5577,457.5566,458.8828,84784559.0
1999-06-15,459.444,461.8674,456.8234,461.5091,79910054.0
1999-06-16,461.0249,461.063,458.523,460.2833,71142336.0
1999-06-17,460.4452,463.3543,459.9049,461.8232,42642500.0
1999-06-18,460.574,461.1211,458.4119,458.7682,74468509.0
1999-06-21,460.9107,462.6352,460.4039,462.5808,42155045.0
1999-06-22,462.6181,465.2364,461.3163,462.7912,68476137.0
1999-06-23,462.8719,465.1137,461.9973,463.2153,35144051.0
1999-06-24,463.5689,465.0489,462.3111,464.3985,48650155.0
1999-06-25,464.4708,465.1777,462.9843,464.7072,85556699.0
1999-06-28,465.4228,473.0389,464.2288,472.3292,45039065.0
1999-06-29,472.5142,477.9166,472.4053,475.9214,40825391.0
1999-06-30,477.1951,481.4918,476.0346,481.3309,70187593.0
1999-07-01,482.1742,483.8866,481.5562,483.2059,87265826.0
1999-07-02,483.5545,484.5511,481.8126,484.2139,101013882.0
1999-07-05,482.0118,482.0118,478.1227,478.1227,171683605.0
1999-07-06,476.8349,477.0295,470.5886,471.6856,87151211.0
1999-07-07,471.4883,472.0535,469.0906,471.224,76491772.0
1999-07-08,475.4401,486.8649,475.0265,486.7137,63805742.0
1999-07-09,485.5481,487.0176,484.4849,484.7017,52339065.0
1999-07-12,485.3532,486.9685,482.9506,485.7874,58802777.0
1999-07-13,486.8065,490.7774,486.2578,488.5605,77604802.0
1999-07-14,487.745,489.5651,485.6086,486.0531,55260509.0
1999-07-15,485.429,487.2596,483.3037,483.7658,97521531.0
1999-07-16,484.1215,486.4075,482.0025,485.2416,59623543.0
1999-07-19,484.3391,484.3391,480.0915,482.093,66973898.0
1999-07-20,481.422,483.2877,477.1731,477.1937,79009962.0
1999-07-21,476.985,476.985,473.4406,473.4406,50003988.0
1999-07-22,473.9551,478.722,473.8942,475.2231,50238689.0
1999-07-23,476.1954,478.6971,474.3115,477.8962,76891332.0
1999-07-26,477.0243,478.0382,474.6907,475.7118,44992465.0
1999-07-27,476.0481,481.4645,473.0022,480.1148,99313579.0
1999-07-28,480.736,485.1951,480.6046,482.13,70360119.0
1999-07-29,481.0256,481.161,478.468,479.6803,50339510.0
1999-07-30,481.0619,484.2254,480.7205,483.2605,62713498.0
1999-08-02,484.8532,487.9598,484.8532,486.3159,144185146.0
1999-08-03,485.6308,485.8234,480.4775,482.5984,75316953.0
1999-08-04,486.4432,487.9669,483.713,487.9669,89027764.0
1999-08-05,488.3187,491.7096,486.1197,491.6479,48237187.0
1999-08-06,492.0027,494.6435,486.84,493.336,68233624.0
1999-08-09,495.4269,499.0303,494.3818,498.708,76095230.0
1999-08-10,498.6126,500.8348,496.7707,498.2416,77637500.0
1999-08-11,500.2043,504.3457,499.8184,502.0832,32677976.0
1999-08-12,500.0096,500.3482,496.6807,498.3904,117997937.0
1999-08-13,498.1868,500.6037,495.3787,495.8229,52761879.0
1999-08-16,496.5337,500.0196,496.1312,498.9221,75039621.0
1999-08-17,499.7691,504.259,498.4621,503.5342,104510869.0
1999-08-18,504.1153,505.649,503.3435,504.9249,75686151.0
1999-08-19,503.2032,503.5742,499.4074,500.47,46119275.0
1999-08-20,499.6159,501.1727,497.69,497.8727,77001495.0
1999-08-23,495.7093,496.7924,492.2738,493.2783,35759473.0
1999-08-24,493.1762,495.3137,489.2563,492.9552,73650036.0
